-1.321778411865234375e+02,1.235789947509765625e+02,1.261131362915039062e+02,-1.178255615234375000e+02,-1.161477432250976562e+02,-1.276759872436523438e+02,-1.497617034912109375e+02,6.574945068359375000e+01,-1.413736877441406250e+02,7.114605712890625000e+01,6.206113052368164062e+01,7.382969665527343750e+01,2.526527404785156250e+01,3.325619888305664062e+01,1.139286956787109375e+02,1.336743621826171875e+02,-8.736336517333984375e+01,1.162482147216796875e+02,-1.202326488494873047e+01,3.031211090087890625e+01,2.594168281555175781e+01,-7.487100982666015625e+01,-1.149701995849609375e+02,3.912190628051757812e+01,-5.431669616699218750e+01,-7.493361949920654297e+00,4.356669235229492188e+01,7.334433746337890625e+01,-1.462378082275390625e+02,-8.487729644775390625e+01,1.289832763671875000e+02,1.414127502441406250e+02,2.508145332336425781e+01,-1.481608581542968750e+02,-1.430214233398437500e+02,-3.384505081176757812e+01,-7.652453422546386719e+00,-5.415299606323242188e+01,-1.723998832702636719e+01,7.517428588867187500e+01,3.467026948928833008e+00,-1.490446319580078125e+02
-1.300130615234375000e+02,1.202736358642578125e+02,1.412928161621093750e+02,-1.381765441894531250e+02,-1.130705032348632812e+02,-1.304487609863281250e+02,-1.470399932861328125e+02,4.148981475830078125e+01,-1.481466827392578125e+02,7.378576660156250000e+01,6.940846252441406250e+01,7.662214660644531250e+01,1.151922798156738281e+01,1.004547119140625000e+01,1.163879852294921875e+02,1.299990997314453125e+02,-7.681959533691406250e+01,1.234516677856445312e+02,-2.463970947265625000e+01,1.595560646057128906e+01,8.009481430053710938e+00,-8.136784362792968750e+01,-1.191448745727539062e+02,3.963577270507812500e+01,-6.739260864257812500e+01,-2.447795486450195312e+01,4.058481597900390625e+01,7.929292297363281250e+01,-1.497468414306640625e+02,-7.678363800048828125e+01,1.259669265747070312e+02,1.459916687011718750e+02,5.410403251647949219e+00,-1.459881286621093750e+02,-1.467677154541015625e+02,-5.015776062011718750e+01,-2.017820167541503906e+01,-7.135158538818359375e+01,-3.325780868530273438e+01,7.703306579589843750e+01,-8.005921363830566406e+00,-1.543453216552734375e+02
-1.290093383789062500e+02,1.205358734130859375e+02,1.370406036376953125e+02,-1.324126739501953125e+02,-1.115468444824218750e+02,-1.285106353759765625e+02,-1.457073822021484375e+02,4.967211914062500000e+01,-1.445585327148437500e+02,7.453990173339843750e+01,6.784535217285156250e+01,7.584568786621093750e+01,1.588546371459960938e+01,1.777604675292968750e+01,1.144773254394531250e+02,1.239710769653320312e+02,-7.354024505615234375e+01,1.216938858032226562e+02,-2.158480644226074219e+01,1.813539505004882812e+01,9.863198280334472656e+00,-7.983476257324218750e+01,-1.143946228027343750e+02,4.236942291259765625e+01,-6.394658279418945312e+01,-2.042335700988769531e+01,3.349691390991210938e+01,8.052165222167968750e+01,-1.453038024902343750e+02,-7.933620452880859375e+01,1.237038040161132812e+02,1.433832244873046875e+02,8.622642517089843750e+00,-1.436343078613281250e+02,-1.426621398925781250e+02,-4.700307846069335938e+01,-1.754495620727539062e+01,-6.755549621582031250e+01,-2.821712684631347656e+01,7.557501983642578125e+01,-4.771180152893066406e+00,-1.522652130126953125e+02
-1.329787292480468750e+02,1.201904296875000000e+02,1.305540618896484375e+02,-1.297022094726562500e+02,-1.168794403076171875e+02,-1.310676574707031250e+02,-1.505651092529296875e+02,4.691719818115234375e+01,-1.482130432128906250e+02,6.978746795654296875e+01,6.099895858764648438e+01,7.120764923095703125e+01,1.115994834899902344e+01,1.496618366241455078e+01,1.139253005981445312e+02,1.280965118408203125e+02,-7.928025817871093750e+01,1.228692169189453125e+02,-2.602173805236816406e+01,1.504635238647460938e+01,1.070916366577148438e+01,-8.059555053710937500e+01,-1.183685226440429688e+02,3.551449203491210938e+01,-6.890081787109375000e+01,-2.409436798095703125e+01,4.531302261352539062e+01,7.289033508300781250e+01,-1.482737884521484375e+02,-8.244689941406250000e+01,1.226531906127929688e+02,1.455221862792968750e+02,6.717640399932861328e+00,-1.449814605712890625e+02,-1.447228546142578125e+02,-4.596771621704101562e+01,-2.014172554016113281e+01,-6.813574981689453125e+01,-3.082723999023437500e+01,7.300360107421875000e+01,-3.346843242645263672e+00,-1.535082397460937500e+02
-1.285564117431640625e+02,1.224139328002929688e+02,1.459962768554687500e+02,-1.380921630859375000e+02,-1.101751785278320312e+02,-1.303494110107421875e+02,-1.439538421630859375e+02,4.392166519165039062e+01,-1.466373901367187500e+02,7.866005706787109375e+01,7.444231414794921875e+01,7.895549011230468750e+01,1.454772949218750000e+01,1.569691181182861328e+01,1.210188903808593750e+02,1.263856887817382812e+02,-7.071694946289062500e+01,1.271649017333984375e+02,-2.236571884155273438e+01,1.648924827575683594e+01,6.960793018341064453e+00,-7.896018981933593750e+01,-1.162294921875000000e+02,4.859803771972656250e+01,-6.556635284423828125e+01,-2.462990570068359375e+01,3.460728454589843750e+01,8.992850494384765625e+01,-1.469311370849609375e+02,-8.057087707519531250e+01,1.293315277099609375e+02,1.472205047607421875e+02,6.731628417968750000e+00,-1.429182739257812500e+02,-1.444954681396484375e+02,-4.539633941650390625e+01,-1.768200683593750000e+01,-6.882268524169921875e+01,-3.167179107666015625e+01,8.106566619873046875e+01,-5.102725982666015625e+00,-1.534385223388671875e+02
-1.387886810302734375e+02,1.289934539794921875e+02,1.393641052246093750e+02,-1.346748504638671875e+02,-1.204997177124023438e+02,-1.363889007568359375e+02,-1.557533416748046875e+02,6.166252136230468750e+01,-1.501408081054687500e+02,7.751915740966796875e+01,6.859768676757812500e+01,7.824179077148437500e+01,2.209567832946777344e+01,2.632150077819824219e+01,1.242546386718750000e+02,1.444954833984375000e+02,-9.886738586425781250e+01,1.209180221557617188e+02,-1.109014225006103516e+01,2.968859672546386719e+01,2.239789581298828125e+01,-8.715396118164062500e+01,-1.210644454956054688e+02,4.365880584716796875e+01,-5.672058105468750000e+01,-1.154639244079589844e+01,5.225795364379882812e+01,8.418882751464843750e+01,-1.516204223632812500e+02,-9.059750366210937500e+01,1.337496032714843750e+02,1.483231048583984375e+02,2.474111366271972656e+01,-1.531511688232421875e+02,-1.474457702636718750e+02,-3.831309127807617188e+01,-7.034632682800292969e+00,-5.836664962768554688e+01,-1.822630691528320312e+01,7.984059143066406250e+01,1.447127461433410645e+00,-1.563508605957031250e+02
-1.145267105102539062e+02,1.157726135253906250e+02,1.337848815917968750e+02,-1.196148681640625000e+02,-9.663659667968750000e+01,-1.145275039672851562e+02,-1.316569824218750000e+02,4.698134613037109375e+01,-1.294549560546875000e+02,7.392156219482421875e+01,6.668482971191406250e+01,7.488787078857421875e+01,1.603824615478515625e+01,1.315723896026611328e+01,1.184334564208984375e+02,1.269314117431640625e+02,-5.716542434692382812e+01,1.250587310791015625e+02,-2.327100181579589844e+01,1.440577030181884766e+01,6.597861766815185547e+00,-5.994454193115234375e+01,-1.059493026733398438e+02,4.420393753051757812e+01,-6.890390014648437500e+01,-2.591705322265625000e+01,4.597254562377929688e+01,8.669083404541015625e+01,-1.327462463378906250e+02,-6.741117095947265625e+01,1.266398239135742188e+02,1.290689239501953125e+02,3.235063314437866211e+00,-1.271115341186523438e+02,-1.267312088012695312e+02,-5.755164337158203125e+01,-1.892716789245605469e+01,-6.785931396484375000e+01,-3.427841567993164062e+01,7.115820312500000000e+01,-1.478189754486083984e+01,-1.328948974609375000e+02
-1.293964996337890625e+02,1.182030181884765625e+02,1.305776062011718750e+02,-1.298038024902343750e+02,-1.161789779663085938e+02,-1.298509979248046875e+02,-1.465911407470703125e+02,4.262873458862304688e+01,-1.460538940429687500e+02,6.954164886474609375e+01,6.339027786254882812e+01,7.227910614013671875e+01,1.131331253051757812e+01,1.417594146728515625e+01,1.081314544677734375e+02,1.127773208618164062e+02,-6.889560699462890625e+01,1.219524993896484375e+02,-2.412924003601074219e+01,1.456322383880615234e+01,1.003153991699218750e+01,-7.568185424804687500e+01,-1.160576858520507812e+02,4.059593582153320312e+01,-6.692952728271484375e+01,-2.267019271850585938e+01,3.064376068115234375e+01,7.376973724365234375e+01,-1.456937713623046875e+02,-7.616059875488281250e+01,1.228882522583007812e+02,1.409666748046875000e+02,6.572735786437988281e+00,-1.436868133544921875e+02,-1.429189605712890625e+02,-4.740560531616210938e+01,-2.349558830261230469e+01,-6.871919250488281250e+01,-3.260567855834960938e+01,7.284745788574218750e+01,-5.542864799499511719e+00,-1.505870361328125000e+02
-1.408480682373046875e+02,1.283674621582031250e+02,1.373441314697265625e+02,-1.359928588867187500e+02,-1.260593109130859375e+02,-1.393370208740234375e+02,-1.596238403320312500e+02,5.132581710815429688e+01,-1.563193206787109375e+02,7.503285217285156250e+01,6.712192535400390625e+01,7.842052459716796875e+01,1.451213359832763672e+01,1.844247627258300781e+01,1.219074401855468750e+02,1.345225677490234375e+02,-8.495005798339843750e+01,1.289221191406250000e+02,-2.303600883483886719e+01,2.068451309204101562e+01,1.203141117095947266e+01,-8.768418121337890625e+01,-1.242563095092773438e+02,4.295796585083007812e+01,-6.457527923583984375e+01,-2.289165878295898438e+01,4.324694061279296875e+01,8.332381439208984375e+01,-1.584828643798828125e+02,-8.509973144531250000e+01,1.319725494384765625e+02,1.537854003906250000e+02,1.301483345031738281e+01,-1.574916381835937500e+02,-1.542918090820312500e+02,-5.591714096069335938e+01,-1.711787033081054688e+01,-7.358435821533203125e+01,-2.752863502502441406e+01,7.901512145996093750e+01,-6.906740665435791016e+00,-1.657846374511718750e+02
-1.306549682617187500e+02,1.244738006591796875e+02,1.421541748046875000e+02,-1.337523193359375000e+02,-1.111632080078125000e+02,-1.293200836181640625e+02,-1.484996643066406250e+02,5.552592849731445312e+01,-1.463246765136718750e+02,7.753407287597656250e+01,7.001729583740234375e+01,7.910061645507812500e+01,1.760066223144531250e+01,1.952114295959472656e+01,1.182881469726562500e+02,1.325091705322265625e+02,-7.953958892822265625e+01,1.204086608886718750e+02,-1.727438926696777344e+01,2.225682258605957031e+01,1.308984375000000000e+01,-7.768888092041015625e+01,-1.149935150146484375e+02,4.309908294677734375e+01,-6.044898605346679688e+01,-1.659046363830566406e+01,3.392705154418945312e+01,8.309299468994140625e+01,-1.467654724121093750e+02,-8.066875457763671875e+01,1.296317596435546875e+02,1.423236694335937500e+02,1.468956756591796875e+01,-1.452836303710937500e+02,-1.432819824218750000e+02,-4.045000457763671875e+01,-1.609876441955566406e+01,-6.207122802734375000e+01,-2.864897727966308594e+01,7.965327453613281250e+01,-7.126720547676086426e-01,-1.517139434814453125e+02
-1.391488494873046875e+02,1.269920959472656250e+02,1.466441040039062500e+02,-1.455080261230468750e+02,-1.208495712280273438e+02,-1.399369659423828125e+02,-1.540606384277343750e+02,4.868564987182617188e+01,-1.558647308349609375e+02,7.894752502441406250e+01,7.329911804199218750e+01,7.949424743652343750e+01,1.626324272155761719e+01,2.001916885375976562e+01,1.213889160156250000e+02,1.297485961914062500e+02,-9.325756072998046875e+01,1.248355712890625000e+02,-1.312998962402343750e+01,2.344080924987792969e+01,1.356655311584472656e+01,-8.974826812744140625e+01,-1.256840209960937500e+02,4.648935317993164062e+01,-5.591053771972656250e+01,-1.573078250885009766e+01,3.902381134033203125e+01,8.626570892333984375e+01,-1.532239837646484375e+02,-9.184905242919921875e+01,1.299699859619140625e+02,1.508505706787109375e+02,1.256224250793457031e+01,-1.512921447753906250e+02,-1.503126525878906250e+02,-3.955620193481445312e+01,-8.623551368713378906e+00,-6.358047866821289062e+01,-2.060899734497070312e+01,8.209082794189453125e+01,-4.749317646026611328e+00,-1.604789886474609375e+02
