'L眶内缘点', 'L眶外缘点', 'L眶下缘点', 'L眶上中点', 'L下颌角点', 'L下犬齿齿槽缘点', 'L第一上磨牙点', 'L第一下磨牙点', 'L尖牙窝点', 'L下颌支中部后点', 'L颧点', 'L颞额颧点', 'L第二上磨牙点', 'L第二下磨牙点', 'L下颌缘中点', 'L颏孔点', 'L上切牙点', 'L上犬齿齿槽缘点', 'L下颌小舌点', 'L颧弓点', 'L颧眶点', 'L下鼻根点', 'L鼻甲嵴点', 'L颧颌点', 'R眶内缘点', 'R眶外缘点', 'R眶下缘点', 'R眶上中点', 'R下颌角点', 'R下犬齿齿槽缘点', 'R第一上磨牙点', 'R第一下磨牙点', 'R尖牙窝点', 'R下颌支中部后点', 'R颧点', 'R颞额颧点', 'R第二上磨牙点', 'R第二下磨牙点', 'R下颌缘中点', 'R颏孔点', 'R上切牙点', 'R上犬齿齿槽缘点', 'R下颌小舌点', 'R颧弓点', 'R颧眶点', 'R下鼻根点', 'R鼻甲嵴点', 'R颧颌点', '鼻骨末端点', '下齿槽点', '鼻中点', '上齿槽前缘点', '眉间点', '鼻棘下点', '鼻根点',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.265,-145.27,42.3,144.235,-134.72,42.82,124.075,-144.07,23.6,123.685,-146.445,61.65,141.455,-81.865,-38.82,108.145,-145.775,-32.1,124.765,-127.86,-13.99,122.625,-124.275,-29.75,110.07,-144.505,-5.035,145.9,-79.405,-14.4,154.06,-118.45,25.455,146.775,-133.725,53.515,126.455,-119.195,-12.515,125.54,-113.955,-27.07,126.17,-121.285,-55.41,119.47,-132.53,-46.06,98.74,-155.675,-23.18,113.84,-147.595,-13.66,143.095,-89.105,-11.175,160.625,-93.29,18.705,144.72,-134.375,18.56,98.015,-149.8,51.38,101.405,-157.725,21.78,140.155,-126.44,2.6,83.495,-145.445,42.77,42.32,-135.275,42.26,63.155,-146.15,24.035,62.78,-146.145,61.03,41.01,-87.085,-38.945,81.22,-147.085,-32.66,62.825,-129.605,-13.795,65.495,-128.405,-30.305,78.02,-145.265,-4.41,37.775,-82.305,-14.24,32.795,-120.58,26.065,39.42,-131.995,51.495,60.73,-119.74,-12.125,60.955,-117.39,-27.93,60.96,-124.925,-56.02,68.44,-134.275,-47.855,90.29,-155.68,-23.635,75.275,-149.405,-14.64,40.96,-91.965,-11.42,24.215,-93.165,18.31,42.3,-136.37,18.22,88.47,-150.345,51.5,85.375,-158.405,22.08,46.655,-130.45,3.72,92.835,-164.055,26.505,94.98,-148.79,-32.34,92.84,-155.535,39.295,94.705,-155.145,-15.935,92.885,-152.705,64.07,94.03,-153.225,-5.445,92.95,-151.375,53.425
101.78,-155.325,47.505,139.865,-145.98,47.73,120.96,-155.275,29.475,120.745,-158.13,65.815,143.26,-98.605,-26.855,104.445,-160.765,-31.99,121.18,-137.985,-7.81,119.955,-135.865,-25.945,107.185,-154.595,0.225,143.975,-96.11,-3.035,145.99,-133.18,29.925,142.175,-144.245,56.795,123.12,-129.17,-3.5,123.695,-127.22,-20.09,123.845,-138.005,-49.32,115.15,-147.755,-43.125,95.485,-168.68,-18.19,111.265,-158.52,-9.13,142.435,-102.275,-4.49,156.165,-108.035,24.99,140.035,-144.02,24.945,96.42,-160.345,52.93,99.41,-165.305,25.045,138.675,-139.81,8.275,78.72,-154.9,47.14,41.14,-144.355,46.825,60.3,-155,28.735,59.735,-157.17,65.915,41.56,-92.605,-30.075,73.725,-159.685,-33.195,60.035,-138.205,-8.58,61.485,-135.85,-27.1,74.48,-155.485,1.675,41.025,-92.05,-6,34.65,-130.28,28.55,39.2,-141.53,57.85,58.365,-129.005,-4.645,57.48,-125.975,-22.345,57.145,-135.215,-49.245,62.28,-143.875,-46.135,86.505,-168.36,-18.37,70.085,-158.99,-9.475,41.35,-100.88,-3.035,26.09,-107.075,23.89,41.355,-144.275,24.19,83.85,-160.185,53.355,82.07,-165.165,25.055,41.225,-138.8,6.505,90.73,-170.36,29.1,90.235,-163.45,-30.2,90.71,-164.27,42.37,90.765,-165.605,-12.61,90.405,-164.685,70.705,90.91,-162.065,-1.585,90.66,-163.36,56.21
102.84,-137.14,25.935,141.895,-128.16,25.93,122.13,-134.155,8.03,122.13,-140.635,44.055,142.77,-79.86,-41.35,104.55,-139.62,-49.6,120.725,-121.355,-24.655,119.905,-121.855,-42.535,106.36,-135.42,-17.525,144.915,-74.97,-20.97,148.17,-113.655,10.505,143.66,-126.68,35.31,123,-110.99,-23.235,122.735,-112.8,-41.075,124.155,-113.79,-62.525,115.305,-126.17,-57.84,94.715,-148.515,-33.215,108.46,-139.415,-26.435,143.89,-81.965,-19.815,156.66,-83.495,4.895,141.915,-127.15,4.96,96.325,-142.55,35.545,98.94,-147.19,7.785,138.6,-120.225,-9.325,81.495,-136.6,26.575,43.55,-128.085,26.235,62.64,-133.8,7.925,62.435,-140.285,44.955,41.755,-77.525,-43.075,77.985,-139.405,-49.835,62.415,-120,-24.775,61.04,-116.37,-42.06,77.36,-134.435,-17.26,38.435,-73.725,-21.31,35.39,-111.515,11.63,40.335,-125.455,35.575,59.615,-108.795,-22.655,58.69,-107.33,-38.755,60.395,-113.695,-64.955,68.185,-125.66,-59.02,86.405,-147.925,-32.91,73.7,-138.54,-26.94,39.675,-82.385,-20.555,27.465,-84.325,6.535,43.51,-128.445,7.535,89.215,-142.32,35.6,84.035,-146.56,8.235,45.3,-120.89,-9.255,92.18,-152.865,13.53,91.49,-144.08,-47.895,92.24,-145.665,25.395,91.2,-145.515,-28.65,92.465,-145.675,49.375,91.76,-142.305,-20.39,92.58,-143.435,37.72
104.955,-131.795,46.36,144.87,-123.195,46.44,124.755,-133.785,26.775,124.59,-134.895,65.615,142.98,-71.65,-40.73,107.02,-136.07,-39.605,125.125,-117.7,-14.01,124.135,-114.24,-34.545,110.64,-134.85,-3.255,147.44,-68.72,-11.87,154.25,-110.25,30.365,146.92,-119.77,56.47,126.565,-107.57,-11.07,127.775,-104.51,-31.005,128.46,-110.755,-57.125,118.215,-123.455,-50.81,96.715,-150.365,-22.935,112.695,-140.965,-14.765,145.745,-77.88,-13.19,164.155,-83.735,21.745,144.775,-126.9,21.6,99.45,-138.81,55.77,100.84,-149.535,24.45,144.905,-119.42,5.825,81.32,-132.185,46.295,41.495,-123.12,46.02,61.68,-134.425,26.555,61.92,-134.595,65.79,40.815,-73.23,-41.14,82.23,-138.1,-38.49,60.22,-115.955,-13.715,63.29,-117.71,-34.77,75.46,-134.17,-1.765,36.96,-69.55,-10.505,31.275,-110.205,31.895,40.1,-120.46,56.1,59.655,-103.335,-11.23,58.855,-107.22,-32,58.585,-112.865,-57,69.915,-125.125,-50.65,86.9,-150.015,-23.035,73.65,-140.015,-15.34,38.905,-78.76,-12.725,21.08,-81.68,22.235,41.92,-127.885,22.52,87.045,-138.625,55.47,85.66,-149.665,24.895,38.91,-119.065,6.07,93.35,-157.89,33.68,94.99,-140.645,-35.935,93.305,-147.335,45.64,92.185,-146.685,-17.01,92.78,-143.375,69.445,92.965,-142.415,-6.56,92.935,-141.335,59.085
99.1,-143.29,33.7,136.025,-135.16,33.955,118.23,-142.785,15.84,118.09,-143.72,51.99,135.77,-85.79,-40.46,103,-151.97,-43.785,116.36,-131.87,-20.83,115.545,-132.15,-39.325,104.76,-143.7,-5.72,138.385,-84.69,-16.88,145.35,-120.91,20.735,138.245,-132.085,45.075,118.365,-124.7,-18.72,119.015,-122.26,-36.335,119.38,-125.265,-60.915,109.96,-140.4,-57.215,93.725,-161.885,-26.775,106.715,-150.56,-19.795,137.52,-96.14,-16.58,153.24,-96.6,13.875,136.155,-136.46,14.045,93.61,-147.805,39.74,97.555,-155.96,16.325,136.195,-131.165,-3.55,79.98,-142.415,33.425,42.455,-135.03,33.295,61.345,-142.835,15.135,60.975,-144.115,51.59,40.9,-87.845,-40.47,74.63,-151.63,-43.445,62.065,-132.795,-20.115,62.04,-132.755,-37.825,75.345,-144.915,-5.45,39.665,-85.87,-17,33.07,-121.74,20.33,39.53,-131.13,43.535,60.005,-125.455,-18.115,58.14,-122.88,-35.55,55.945,-126.47,-59.11,63.555,-137.955,-54.445,86.28,-161.53,-27.01,73.495,-151.65,-19.265,40.52,-95.175,-16.46,23.5,-97.01,12.73,42.39,-136.245,13.085,85.57,-147.47,39.855,81.405,-155.75,16.175,43.375,-130.175,-4.48,89.525,-162.64,25.64,89.52,-155.295,-42.625,89.44,-154.18,33.215,89.925,-158.49,-20.64,90.065,-149.99,53.57,89.83,-154.05,-11.625,89.76,-149.135,41.62
97.1,-133.135,35.84,137.57,-126.575,36.25,117.42,-134.735,17.375,117.08,-136.15,54.21,144.49,-75.055,-42.145,101.81,-142.105,-46.31,119.23,-121.125,-22.445,118.185,-120.395,-40.875,106.62,-136.965,-10.1,141.505,-75.065,-19.375,146.405,-112.94,24.895,138.26,-122.785,46.345,121.645,-113.03,-19.59,120.705,-110.645,-36.155,123.97,-115.625,-63.59,112.315,-131.75,-58.53,93.335,-150.49,-28.815,108.835,-140.065,-21.21,139.15,-85.11,-19.115,155.55,-87.845,14.465,137.445,-129.83,14.705,93.225,-135.925,43.535,97.515,-146.275,13.505,134.38,-121.47,-2.77,80.38,-132.74,36.6,38.52,-126.345,36.105,59.7,-134.79,17.735,59.305,-135.16,54.49,32.805,-73.495,-49.3,73.935,-141.905,-47.115,57.22,-121.01,-22.37,58.085,-120.72,-40.15,70.99,-137.055,-10.475,34.175,-72.195,-22.135,27.805,-110.66,23.52,36.86,-123.37,47.53,54.9,-112.135,-20.235,54.72,-110.985,-37.435,53.645,-114.595,-66.455,62.54,-130.275,-58.255,83.375,-150.155,-28.39,69.175,-140.985,-22.135,35.02,-82.37,-19.29,19.785,-86.915,14.885,38.565,-129.25,14.935,83.91,-135.85,43.56,80.66,-146.05,14.31,39.74,-121.14,-3.935,89.365,-149.245,23.945,88.345,-145.615,-44,88.95,-140.045,34.205,88.83,-147.26,-22.235,88.58,-141.335,55.675,88.92,-144.485,-13.125,88.775,-138.395,45.905
101.475,-140.25,39.845,141.305,-128.73,40.325,121.59,-139.065,20.88,121.13,-142.035,58.43,136.28,-84.055,-43.34,107.865,-146.35,-39.935,122.02,-125.2,-15.77,121.515,-124.19,-32.575,107.2,-143.165,-8.365,141.55,-79.495,-16.05,149.695,-110.95,27.83,144.41,-127.12,49.385,123.675,-116.455,-13.385,124.965,-114.555,-29.865,120.56,-119.51,-59.53,116.205,-131.015,-50.49,97.81,-156.07,-26.69,111.155,-148.23,-17.555,141.25,-87.925,-12.835,156.3,-91.945,20.11,141.465,-128.605,20.22,94.39,-145.57,47.795,100.22,-152.63,20.86,137.05,-122.91,1.845,82.325,-139.59,39.94,41.515,-129.395,39.905,61.955,-139.985,21.165,61.96,-142.445,58.725,42.4,-83.62,-41.245,78.03,-148.19,-40.49,62.325,-128.625,-16.89,62.065,-126.22,-32.99,77.14,-143.015,-7.285,39.61,-79.985,-14.905,32.975,-110.145,24.36,39.385,-124.73,48.93,59.97,-120.53,-14.69,58.665,-116.88,-30.455,61.64,-119.83,-58.99,67.87,-133.395,-51.485,89.29,-156.705,-26.43,71.975,-148.405,-17.875,40.83,-90.45,-14.06,26.1,-87.18,17.995,41.585,-130.2,18.205,88.225,-144.535,48.42,83.695,-153.42,21.17,45.38,-124.95,0.235,92.22,-157.485,27.97,93.005,-151.045,-38.86,91.64,-149.11,38.185,92.935,-154.575,-19.905,91.905,-148.21,62.095,92.225,-150.77,-9.365,91.635,-145.995,49.825
101.14,-141.565,21.29,140.79,-130.42,21.89,121,-141.17,2.81,120.51,-142.78,40.98,137.735,-83.125,-53.215,101.68,-144.385,-55.095,119.235,-125.585,-31.21,118.235,-124.115,-49.74,107.47,-141.56,-16.08,140.21,-81.565,-29.25,145.83,-118.855,6.625,143.205,-128.1,28.295,120.235,-116.625,-28.4,121.7,-113.855,-44.71,121.725,-120.945,-71.495,111.755,-133.695,-67.965,94.6,-153.64,-41.76,109.8,-144.545,-33.485,139.79,-89.855,-29.17,153.04,-97.26,2.005,140.995,-129.435,1.985,94.79,-146.155,27.105,99.535,-153.045,1.29,137.285,-128.085,-14.195,81.235,-142.415,21.78,40.76,-130.355,22.035,61.19,-140.965,3.02,61.285,-143.785,40.915,48.355,-76.66,-52.755,73.39,-141.82,-54.1,60.9,-125.205,-30.89,61.115,-121.4,-48.68,72.395,-140.325,-16.23,43.475,-75.145,-28.74,34.85,-116.525,6.66,37.755,-128.005,28.9,59.995,-116.645,-27.865,58.15,-111.11,-44.34,58.435,-117.265,-71.435,65.68,-130.505,-66.15,84.52,-153.345,-40.995,70.46,-144.155,-32.175,43.5,-83.935,-27.485,27.315,-95.135,1.645,40.96,-129.465,1.61,87.18,-146.275,27.07,82.245,-152.805,0.99,42.485,-125.555,-13.17,91.625,-159.195,7.955,88.315,-146.855,-53.265,91.545,-150.83,17.93,89.615,-151.945,-34.955,91.625,-149.995,44.545,90.33,-149.85,-24.9,91.595,-147.585,29.1
103.32,-147.865,32.835,140.83,-139.955,33.035,122.115,-149.705,14.885,121.95,-148.975,50.86,142.23,-85.56,-44.945,109.02,-149.215,-45.64,122.135,-133.945,-23.8,121.98,-131.23,-40.13,108.46,-152.52,-13.955,148.5,-84.26,-20.03,150.8,-123.76,21.63,143.06,-137.6,44.98,123.895,-124.285,-21.745,125.415,-121.195,-38.01,126.305,-123.045,-63.39,118.67,-139.425,-56.525,97.045,-159.93,-35.045,110.575,-153.765,-23.785,147.865,-87.61,-17.42,161.475,-95.87,10.965,140.745,-140.255,11.09,99.23,-153.57,41.475,101.72,-162.74,13.47,139.04,-134.435,-5.645,81.98,-148.67,33.08,44.815,-139.99,32.825,63.57,-150.6,15.33,63.295,-149.885,50.56,47.18,-86.915,-47.29,82.25,-150.26,-45.855,64.675,-133.17,-25.34,68.41,-132.335,-41.875,77.195,-152.715,-15.73,39.08,-83.74,-20.63,35.245,-123.265,22.255,41.865,-137.76,45.435,63.265,-123.885,-23.59,64.45,-122.05,-40.24,65.255,-123.64,-65.38,72.515,-139.17,-58.72,89.33,-159.505,-35.4,74.555,-155.03,-26.415,40.175,-88.08,-21.12,25.41,-99.09,12.165,44.98,-140.86,12.375,86.9,-154.49,41.71,84.235,-162.72,14.37,46.57,-135.745,-3.635,93.385,-168.26,20.76,95.355,-152.72,-43.295,93.375,-159.165,31.905,92.585,-160.23,-28.01,93.065,-157.165,54.24,92.34,-158.52,-16.195,93.16,-156.17,44.39
112.835,-119.26,35.96,149.065,-109.185,36.18,130.795,-120.58,17.895,130.74,-121.35,54.795,151.635,-54.115,-41.24,115.14,-120.06,-42.435,132.02,-100.42,-17.355,130.105,-97.465,-34.495,117.265,-119.205,-8.375,151.485,-52.365,-16.535,159.335,-92.575,21.205,151.88,-107.325,46.785,132.79,-92.71,-13.64,133.75,-87.945,-30.22,134.3,-93.62,-62.65,126.955,-106.615,-53.525,104.49,-129.51,-30.02,120.42,-122.075,-21.52,150.96,-63.775,-16.62,167.945,-65.24,13.515,149.3,-112.515,13.74,104.03,-125.945,43.625,108.275,-130.01,12.995,149.42,-106.16,-4.36,86.875,-120.455,36.615,50.47,-109.38,36.485,68.605,-120.48,17.92,68.35,-121.015,55.01,47.835,-58.185,-45.68,85.575,-120.05,-43.7,68.96,-100.975,-18.92,69.435,-97.685,-35.785,82.44,-118.74,-7.985,47.285,-54.485,-18.615,40.34,-93.455,19.67,46.655,-107.33,45.95,67.34,-93.55,-15.215,65.09,-88.425,-30.875,67.42,-95.675,-62.685,74.98,-108.13,-53.435,95.92,-129.6,-29.9,80.72,-122.185,-21.37,46.92,-63.955,-14.77,30.065,-66.89,14.67,50.43,-113.07,14.945,94.42,-126.015,44.065,90.985,-130.235,13.745,50.12,-106.735,-5.275,99.395,-134.42,20.555,100.415,-123.42,-42.195,99.385,-128.19,32.67,100.25,-127.765,-22.985,99.32,-131.68,60.195,100.135,-124.89,-11.39,99.455,-127.36,45.595
106.135,-143.425,38.57,143.805,-135.025,38.635,124.88,-143.275,20.725,124.935,-146.795,56.365,141.97,-83.755,-27.6,108.57,-139.445,-42.18,123.76,-127.53,-18.62,122.24,-121.39,-32.39,111.36,-143.045,-5.815,145.515,-81.86,-5.745,151.19,-121.78,21.75,146.82,-133.06,45.365,126.085,-118.3,-14.53,125.2,-113.585,-28.6,124.95,-115.155,-60.775,119.92,-125.495,-52.765,99.84,-151.18,-29.435,113.575,-144.59,-19.66,145.18,-88.85,-7.185,158.15,-96.855,18.645,143.81,-136.045,18.575,97.54,-150.225,42.59,102.515,-155.065,17.13,142.87,-130.705,1.335,84.655,-144.06,38.57,46.235,-134.195,38.3,65.52,-142.985,19.92,65.08,-146.065,57.24,48.825,-85.315,-28.25,81.995,-138.69,-42.23,67.04,-128.56,-20.125,68.325,-122.025,-33.44,79.715,-143.14,-5.98,45.495,-82.995,-6.59,39.38,-120.635,20.76,42.335,-131.2,45.315,64.23,-120.18,-15.59,65.24,-114.43,-29.375,67.385,-114.64,-63.585,70.66,-125.055,-51.875,92.695,-151.195,-29.41,77.99,-144.905,-20.59,45.685,-89.525,-6.77,32.555,-95.825,18,46.29,-135.385,18.03,92.965,-151.155,41.985,86.97,-154.795,17.73,48.66,-129.035,0.03,95.05,-160.735,21.63,95.03,-142.555,-41.745,95.11,-154.7,32.03,96.145,-150.145,-23.045,94.57,-154,62.655,95.85,-148.37,-10.225,95.085,-151.65,43.25
107.955,-137.545,37.475,146.205,-130.925,37.78,127.04,-139.855,19.515,126.695,-140.455,55.7,146.985,-80.01,-39.33,111.27,-146.605,-40.28,127.675,-127.775,-18.785,125.085,-128.225,-34.765,113.37,-142.97,-7.39,151.105,-77.06,-15.135,156.245,-114.7,23.23,147.96,-127.815,47.865,129.12,-117.155,-17.095,127.585,-118.08,-32.46,131.07,-120.36,-59.23,121.705,-135.38,-51.12,100.275,-154.16,-26.695,115.345,-147.325,-18.185,148.685,-87.38,-18.88,162.885,-91.9,15.335,146.475,-131.225,15.27,100.435,-142.525,43.09,104.705,-150.795,16.17,144.145,-126.395,1.585,86.135,-137.58,37.385,47.66,-131,36.99,66.925,-139.27,19.025,66.635,-140.125,55.58,45.795,-82.015,-41.565,83.23,-147.6,-40.525,64.975,-127.435,-19.22,68.13,-129.45,-35.36,78.895,-143.5,-8.015,40.41,-77.12,-16.295,36.525,-114.9,23.37,44.68,-126.745,47.195,63.905,-116.385,-17.175,64.655,-118.735,-32.5,62.14,-122.1,-58.53,72.275,-136.425,-51.655,92.045,-154.155,-26.675,77.555,-148.41,-18.71,43.2,-87.545,-18.54,28.885,-88.58,15.705,47.555,-131.295,16.01,92.885,-141.535,42.66,88.235,-150.85,16.715,46.585,-126.4,1.185,95.71,-156.595,23,96.62,-150.03,-40.565,96.295,-147.245,33.67,95.465,-153.54,-20.06,96.4,-145.795,60.43,95.95,-150.515,-11.165,96.615,-143.365,46.2
102.215,-136.77,36.22,139.055,-130.54,36.52,121.045,-137.29,18.185,120.67,-139.655,54.6,139.225,-79.885,-35.635,107.31,-141.895,-42.67,121.935,-121.695,-21.935,120.855,-121.65,-36.95,109.62,-138.135,-12.22,146.195,-78.395,-11.755,149.16,-117.21,26.28,141.95,-128.105,47.69,123.86,-113.585,-19.745,123.22,-112.62,-33.595,127.02,-118.37,-54.4,117.905,-128.89,-51.5,98.705,-149.75,-29.47,111.845,-142.395,-20.065,145.02,-86.015,-14.35,160.955,-89.11,18.065,138.85,-131.945,18.035,98.24,-142.305,43.175,102.615,-148.38,18.82,139.2,-124.48,-0.495,86.975,-136.58,36.495,51.16,-131.42,36.01,69.175,-138.385,18.535,68.94,-140.095,54.145,49.75,-77.255,-35.215,81.375,-141.385,-43.285,66.785,-122.5,-20.4,68.41,-121.455,-37.1,80.265,-138.8,-12.38,43.545,-76.295,-11.855,41.485,-116.475,25.515,47.795,-130.085,45.705,66.145,-113.84,-19.64,65.62,-112.61,-33.54,63.3,-116.46,-57.705,71.84,-128.34,-51.94,90.965,-150.14,-29.47,77.655,-143.64,-20.87,44.185,-85.6,-16.255,30.635,-88.865,17.11,50.935,-132.03,16.815,91.635,-141.83,43.47,88.26,-149.125,18.82,49.155,-123.485,0.035,95.195,-151.785,24.08,94.43,-145.125,-41.735,95.005,-145.325,35.74,95.085,-148.4,-22.695,95.175,-145.185,58.455,94.405,-143.565,-12.77,95.1,-143.675,47.795
101.555,-130.625,30.605,141.415,-123.87,30.975,121.575,-131.21,14.715,121.09,-136.645,46.61,140.72,-75.055,-44.945,107.295,-141.64,-39.185,121.65,-117.385,-19.27,121.1,-119.48,-37.38,107.115,-133.51,-9.235,145.18,-72.16,-21.4,149.72,-110.61,18.67,144.355,-121.705,41.6,122.585,-108.025,-17.265,124.59,-108.355,-35.79,123.755,-115.605,-63.42,115.56,-129.095,-54.12,94.9,-148.895,-23.08,109.86,-138.79,-16.93,143.215,-81.885,-21.25,158.375,-84.205,11.985,141.525,-123.905,11.975,97,-137.585,38.025,99.685,-143.82,14.12,137.725,-118.735,-0.925,80.355,-129.03,30.16,40.87,-121.66,30.04,60.645,-129.645,13.18,60.475,-134.425,47.025,42.185,-72.22,-46.3,76.32,-141.975,-38.245,60.54,-116.96,-19.33,62.25,-120.215,-36.73,73.785,-133.145,-9.015,39.06,-69.085,-21.92,32.355,-108.05,18.22,38.34,-119.51,41.405,59.93,-106.505,-18.045,58.08,-108.545,-34.965,57.105,-115.545,-59.48,66.065,-129.9,-51.295,87.05,-149.03,-22.985,70.945,-140.07,-18.545,40.94,-80.78,-21.61,23.83,-81.715,10.82,41.175,-122.02,11.255,84.755,-136.895,38.275,82.68,-142.885,15.02,44.38,-116.27,-1.34,91.79,-150.545,19.315,91.48,-143.8,-38.455,91.52,-142.72,30.115,90.8,-145.475,-18.355,91.57,-142.29,53.44,91.21,-139.975,-11.115,91.37,-140.305,42.005
105.47,-130.855,36.625,144.43,-121.865,37.235,124.95,-129.47,19.505,124.565,-134,54.535,144.72,-69.65,-39.935,109.65,-132.745,-39.02,125.585,-114.065,-18.225,124.085,-111.16,-35.415,109.325,-129.98,-7.44,147.18,-67.605,-14.87,154.845,-106.07,27.36,146.455,-119.995,47.185,127.99,-104.89,-15.495,128.525,-101.565,-32.08,129.235,-107.69,-57.45,120.62,-120.31,-51.415,99.9,-142.11,-27.245,113.26,-134.105,-18.99,146.745,-77.635,-14.385,162.725,-83.92,16.02,144.345,-123.615,16.055,99.245,-136.29,42.27,102.79,-141.34,16.84,143.07,-115.03,-0.215,84.255,-131.195,37.445,46.395,-122.015,37.24,65.42,-129.395,19.515,65.335,-133.56,55.135,44.015,-75.65,-40.085,82.025,-133.89,-37.545,64.975,-116.37,-18.21,66.845,-113.265,-33.965,79.665,-131.255,-7.62,42.715,-71.595,-14.76,36.2,-105.195,26.98,44.135,-120.3,47.82,60.4,-109.24,-13.845,63.005,-103.86,-29.81,63.14,-110.955,-57.285,72.465,-123.42,-50.18,91.02,-142.86,-27.58,77.55,-137.3,-18.845,42.415,-79.795,-12.84,28.775,-81.835,15.625,46.395,-123.61,15.555,89.7,-135.9,42.105,86.285,-141.72,16.39,45.765,-115.185,-0.59,95.58,-145.795,24.56,96.03,-136.84,-36.505,95.465,-139.055,33.695,94.855,-140.695,-21.765,95.45,-139.6,57.38,94.53,-138.445,-10.63,95.345,-137.86,43.96
100.14,-148.33,37.16,137.46,-140.275,37.33,118.665,-145.13,16.87,118.385,-147.825,57.685,139.155,-82.645,-30.205,103.515,-146.805,-44.955,120.635,-131.02,-18.865,117.165,-127.985,-37.98,104.56,-147.505,-14.265,141.64,-86.375,-9.36,144.695,-130.585,21.835,140.54,-138.705,47.055,123.34,-121.12,-16.36,120.56,-119.22,-31.705,122.2,-117.48,-57.15,111.02,-130.025,-53.81,95.82,-159.09,-31.295,109.755,-150.17,-22.63,139.48,-96.475,-13.355,155.76,-105.105,17.705,137.54,-141.69,17.7,94.785,-153.24,41.825,96.79,-160.185,17.79,136.73,-135.145,2.705,84.2,-149.415,36.66,45.35,-141.65,36.54,64.72,-147.14,16.39,64.44,-149.61,56.705,39.56,-85.715,-32.63,74.055,-146.995,-44.005,59.98,-132.135,-18.045,61.785,-127.79,-35.855,75.68,-147.66,-13.04,38.335,-88.435,-10.16,37.405,-131.855,19.54,42.895,-140.68,46.54,58.21,-124.34,-17.225,58.255,-118.605,-31.66,57.615,-118.33,-57.42,66.205,-129.905,-53.475,86.405,-159.415,-31.395,71.885,-151.815,-22.875,41.36,-97.09,-12.145,24.94,-104.445,16.63,45.165,-143.63,16.745,89.995,-154,41.465,86.22,-161.015,16.895,46.415,-135.78,-0.75,91.83,-164.805,21.155,89.48,-150.65,-43.89,91.885,-156.76,32.28,91.235,-157.355,-25.7,91.88,-154.495,57.68,91.035,-153.01,-13.38,92.025,-154.11,44.59
97.7,-140.635,44.93,136.07,-131.275,45.17,116.945,-140.74,26.445,116.935,-142.35,63.65,136.48,-82.92,-42.79,103.66,-152.02,-38.51,117.005,-127.23,-12.07,116.705,-132.65,-33.47,104.475,-142.97,-0.065,139.32,-81.665,-14.655,143.82,-119.525,26.785,138.125,-129.84,53.49,118.915,-119.985,-10.13,119.835,-121.47,-30.765,120.66,-123.175,-59.88,112.525,-137.055,-53.35,92.985,-160.915,-19.675,107.635,-148.405,-12.675,137.835,-89.305,-11.36,152.345,-90.865,20.41,135.89,-131.66,20.4,94.46,-144.855,53.6,96.98,-152.145,25.28,133.265,-128.35,8.395,77.83,-141.245,44.795,40.37,-132.58,44.795,59.32,-142.31,26.33,58.96,-144.195,63.355,38.305,-82.73,-36.665,73.95,-152.665,-39.535,58.995,-129.21,-11.425,58.68,-134.9,-34.025,69.9,-144.19,-1.01,34.76,-81.835,-9.215,31.345,-120.03,28.495,38.505,-131.46,52.77,55.515,-122.165,-10.56,54.88,-123.505,-31.045,53.305,-123.85,-58.525,63.405,-139.505,-53.11,84.69,-161.505,-20.175,67.89,-149.63,-12.99,35.41,-93.24,-11.14,23.415,-95.19,22.445,40.625,-133.67,22.575,82.18,-145.75,53.525,78.14,-152.19,26,42.615,-130.19,9.38,88.395,-157.025,35.68,88.31,-156.25,-37.575,88.42,-148.63,46.11,88.18,-156.315,-13.63,88.52,-149.975,68.285,87.515,-150.78,-2.095,88.625,-147.855,58.075
