1.179151724706903259e+01,1.379494447414720248e+01,2.907852951871147695e+01,3.620760482909415146e+01,1.401197443111142082e-01,9.418420335358561601e+00,7.808919181287865108e+00,1.558026484177130744e-01,1.152543414533755239e+01,2.232884795475163386e+01,7.061859476307034811e+00,6.696924024897729311e+00,9.787167772404083976e+00,1.474777820598320410e+01
1.125090829947139603e+01,1.633790407652927712e+01,2.515460248656746955e+01,3.199881944539800216e+01,2.401227313152689113e+00,9.611341338512145782e+00,8.762077098170401257e+00,1.624465363735904389e-01,1.313973330785278826e+01,1.803202042298273255e+01,8.187481492700523944e+00,8.096372766645831831e+00,6.918935293111954543e+00,1.272168157134316679e+01
9.019393790537774791e+00,1.289259415968965428e+01,2.818529264859418859e+01,3.402202294421010009e+01,2.428032044203291662e+00,1.224990579717706574e+01,4.969238577114287736e+00,4.353024952955000249e-01,1.257935526215343636e+01,2.279824415664785064e+01,1.006555214336241377e+01,8.648618259825729737e+00,1.544922214491805867e+01,1.746956656189099277e+01
1.041113748266356609e+01,1.522475361582177555e+01,2.975821751670070014e+01,3.678038587595209208e+01,5.892669000622371422e-01,8.862197577980845509e+00,7.848483476093136346e+00,1.422606100105791860e-01,1.162761631990631095e+01,2.257431573133779068e+01,6.653699296796966145e+00,7.880343994179098921e+00,1.240490293846094083e+01,1.329088926391817793e+01
1.374611452386134403e+01,1.437590117527434863e+01,2.859765405540868599e+01,3.579633510926122852e+01,4.577644227717191372e-01,1.050762204518647103e+01,8.314912034192792234e+00,3.671877044346535945e-01,1.116407356821031271e+01,2.113189262510854505e+01,9.288218692451025049e+00,7.430989362037577983e+00,9.032266842926121697e+00,1.319769333151754687e+01
1.047645046982990458e+01,1.453778506533654635e+01,2.835187274623826070e+01,3.814326651030301463e+01,3.715823047123836265e+00,1.066868219360896042e+01,5.705321447564381643e+00,2.663616700925892089e-01,9.970562453754585164e+00,1.852365761890270690e+01,8.304666921669493718e+00,8.405488842893252155e+00,9.865359416995085340e+00,1.199856444615231155e+01
1.097188680443718489e+01,1.481517264870926454e+01,2.830912019260717472e+01,3.327782871939551512e+01,1.194423013434597447e+00,1.061011611635572116e+01,8.160421158506871109e+00,4.523897054537037166e-01,1.056877087580095420e+01,2.211157038325615076e+01,9.186137215768710007e+00,5.162395615122053805e+00,2.959692892341139192e+00,1.081538105963287322e+01
1.334251072274876826e+01,1.456632043425177692e+01,2.730233012842877471e+01,3.349398146086758743e+01,1.439516193997645965e+00,1.029563002750523815e+01,8.053716184855471028e+00,1.443831148760332805e-01,1.195744735384577417e+01,2.213764744756939962e+01,7.592559045659625916e+00,6.125986058875215079e+00,3.045888770333815110e+00,1.246862510762490928e+01
1.101698978211453372e+01,1.662373413217802920e+01,2.845823494040405066e+01,3.459899064105511712e+01,2.333935072260581389e+00,8.976469904725577820e+00,9.030569321706604313e+00,4.678542963459365600e-01,1.159517366414194761e+01,2.193423650607958919e+01,8.335959723460899085e+00,6.557049011278387241e+00,9.203429034122308394e+00,1.208469944363617010e+01
1.217140483236982007e+01,1.141830264395380645e+01,2.929368932577451545e+01,3.511317559409052080e+01,1.238743121214024079e+00,1.070221667920469244e+01,6.537611205592681607e+00,1.783210192037165409e-01,1.053759067058533105e+01,2.130030724012208054e+01,8.507189196526415031e+00,6.799577490445414263e+00,1.148963162107519409e+01,1.380740424902428565e+01
