1.083683856721223471e+01,1.300462283792541740e+01,2.427595378513048630e+01,3.270268201927125062e+01,1.405417941157159678e+00,7.111486340484103330e+00,6.364760882119674612e+00,4.573392116558031018e-01,1.281072683862722883e+01,2.529939767972533460e+01,9.974421017508298348e+00,8.579550175474066620e+00,1.780421900184545336e+01,1.497223718673140525e+01
1.101464546680994516e+01,1.468047592692913916e+01,2.800978533106081869e+01,3.613847149526497304e+01,1.208706293605176008e+00,1.050674947740355769e+01,7.708933386314577696e+00,2.754009960425403136e-01,1.066003834487800717e+01,2.179999517808870735e+01,9.153010688944137385e+00,7.312666693657070560e+00,6.031505480683120091e+00,1.239144348104065152e+01
1.041383972478699782e+01,1.010103083777661759e+01,2.483582138805352812e+01,2.773178304809594152e+01,4.906533984473147925e+00,8.189825448055286117e+00,7.138765289460178742e+00,2.517400437244673661e+00,1.245167374486823952e+01,2.510165625774012810e+01,9.809895600588966147e+00,6.118355910815134635e+00,8.117497187183417395e+00,1.151429707344080100e+01
1.222049444053775957e+01,1.430976508124018487e+01,2.926026416766134375e+01,3.682389779332473978e+01,1.261998860893319474e+00,1.054085990247616422e+01,6.921515448423261496e+00,3.087181072106657820e-01,1.031832338898701451e+01,2.274228776573232125e+01,9.228794767866110860e+00,9.072137425915951070e+00,7.903269879597287328e+00,1.439879341486664721e+01
9.276681075499752183e+00,1.258040614145771485e+01,2.826090489456587562e+01,3.448853805152478458e+01,1.412546015126771248e+00,7.167066820062831134e+00,1.086277289051237638e+01,5.212883491576043582e-01,9.694115558956047707e+00,2.110938326706414614e+01,7.546633280276044076e+00,6.755973730214289930e+00,2.856975408097195857e+00,1.169013221808867620e+01
1.094528052930337125e+01,1.519006983390216092e+01,2.431414245188901901e+01,3.479563424832775098e+01,1.399411799575172699e+00,1.097606615641686822e+01,8.398785164204820575e+00,4.038493931919723279e-01,1.329597670963149447e+01,2.075865608255910644e+01,1.011248164837505570e+01,9.929480755987979634e+00,5.260279718635801238e+00,1.529762349642926189e+01
1.090191797995905709e+01,1.148391854543222124e+01,2.932797082947779188e+01,3.603131486667000871e+01,2.358984551688408704e+00,1.025167941633258373e+01,7.159706137307003893e+00,3.331759549863999026e-01,1.249376921085332093e+01,2.280111365469518603e+01,9.631610199986651466e+00,9.290579097610256909e+00,7.564052748801292303e+00,1.401125641109958053e+01
1.101309324136377121e+01,1.261218197965094134e+01,2.778994984623143338e+01,3.415428383826045433e+01,1.240432385236620361e+00,9.809919353161932420e+00,7.704108556943561226e+00,1.449705995776622292e-01,1.006165437297788756e+01,2.032688802588897303e+01,7.935468849295502558e+00,6.568639653585406357e+00,5.160085116155022078e+00,1.205707341414744960e+01
1.079788593020835918e+01,1.638309539394724368e+01,2.773761718214590744e+01,3.482626579850699500e+01,8.246245739673502273e-01,1.069180874138878146e+01,7.413033708003511357e+00,4.797728744048068705e-01,1.181867658546578070e+01,2.015496163856611389e+01,7.951840031546456800e+00,7.411417525883074120e+00,9.818501888369086217e+00,8.754198847103541681e+00
1.323242704812756898e+01,1.753209712369933015e+01,2.911529856028503715e+01,3.820300841564854011e+01,1.658152366599399130e+00,1.150736106703649320e+01,8.721384644062275981e+00,2.416634451004942563e-01,1.279767970451249681e+01,2.192838121053942047e+01,8.591529664409431888e+00,8.596828483228151185e+00,1.375169550471887625e+01,1.415910636877848106e+01
1.099778233531923810e+01,1.134166531493158203e+01,2.650353338380086043e+01,3.565635467881238441e+01,1.862486642392127356e+00,9.835425906561825471e+00,6.658269901387440903e+00,4.318134595245559648e-01,1.049381326096275124e+01,2.109870902733659648e+01,8.821519225653620566e+00,7.720543620546679087e+00,4.298701917479331946e+00,1.272153630862840679e+01
1.160831067821397689e+01,1.661054862025328660e+01,2.814534405625142455e+01,3.642494879753623138e+01,2.580252076379443427e+00,9.517277768821577055e+00,8.380904779767485380e+00,1.164399534541346592e-01,1.233810000684533392e+01,2.145327175281554588e+01,8.427978475457225116e+00,7.400416426796706304e+00,4.616962271635712156e+00,1.281070952423435472e+01
1.077934671145349199e+01,1.105220280829318291e+01,2.399412340734963323e+01,3.197134231086383238e+01,1.030920961547449943e+00,8.384948849959300787e+00,6.900927177985577643e+00,3.816195786685186997e-01,9.683005981581974453e+00,2.119994852077956793e+01,7.625039132492406502e+00,7.060363784509982921e+00,1.019361958219097986e+01,1.525219032994236379e+01
1.132096922232483216e+01,1.501970049170454047e+01,3.152685379525601306e+01,3.580779421163540377e+01,1.213991856125400393e+00,8.961533559861967646e+00,8.910352212651970305e+00,3.841942059629189221e-01,1.236810147225996737e+01,2.391631629692122729e+01,9.021873075012949883e+00,8.674115706132990766e+00,1.264108603729555469e+01,1.177241954982065586e+01
