8.677421852140179581e+00,8.903080927409337875e+00,2.336859537926916630e+01,2.977309397761675314e+01,3.302763993990485147e+00,7.937338974744621467e+00,6.450162788643384992e+00,5.408326913195991847e-02,8.180325482522061264e+00,1.692892642786305757e+01,6.320959183541694948e+00,6.214511243854984102e+00,8.458850394704944264e+00,1.043609481559074403e+01
1.119599147016468166e+01,1.400638604351601124e+01,2.399170742152380242e+01,3.453590414336940029e+01,1.525278663064561835e+00,9.346703964499988970e+00,7.159296403977116086e+00,8.154753215150209456e-02,9.150054644645562618e+00,1.824199413441414208e+01,6.535506866341734167e+00,6.987733895906449000e+00,1.078039424139952551e+01,1.465125677203153742e+01
1.051489182065130912e+01,1.209455869389204352e+01,2.628755741791162848e+01,3.275907126278153925e+01,4.939380021824603340e+00,9.060939520822325122e+00,6.016516849473612538e+00,1.388344337691475583e-01,1.393214358955578369e+01,2.144939276529757777e+01,8.441126998215342070e+00,6.851337460671456547e+00,1.567017948206082423e+01,1.161413578360438414e+01
1.374244701645234912e+01,1.553631069462758951e+01,3.096699614105313358e+01,3.934217520676761382e+01,6.303967004989889933e-01,1.051938805254373754e+01,6.096359569447979965e+00,1.141271221051371881e-01,1.095738791866020101e+01,2.322659789982166600e+01,9.650146371946902946e+00,7.134605805508809517e+00,1.137572635043582636e+01,1.277807986357887771e+01
1.036261067492161736e+01,1.139744817930751886e+01,2.776503736716375670e+01,3.459716390110610007e+01,1.728481992963762703e+00,8.096965480968796314e+00,1.187616310093456384e+01,1.051189802081452518e-01,7.520262628392713644e+00,1.963759977695848846e+01,7.067308540031343789e+00,6.787366941605566417e+00,1.258182021807655460e+01,1.049034556151512376e+01
1.146258914905353166e+01,3.165065125712263239e+01,2.861835949176682803e+01,3.520583580885420361e+01,2.582895661849315516e+00,1.173390280341541114e+01,8.155173204782368401e+00,1.543534904043290246e-01,1.171217101992623455e+01,2.205164222909487037e+01,1.099475102037331453e+01,6.422898489000113287e+00,1.276047119035970567e+01,1.529033927027128037e+01
1.178907651175441984e+01,9.393197006344538025e+00,2.602219677506110784e+01,3.292652805869456500e+01,3.079772718886887861e-01,9.362629171338561207e+00,6.465547153953801640e+00,1.603901493234596021e-01,1.331013899251243870e+01,2.258250816450643939e+01,6.645188108699403351e+00,7.251630851056870775e+00,1.235561916700251750e+01,1.295391543125088951e+01
1.055720725381480563e+01,1.193455487230253098e+01,2.760176443635443633e+01,3.176555760568354714e+01,4.605157434876702816e+00,8.817727881943278945e+00,6.003469830023301590e+00,7.648529270389327339e-02,8.706292264793322744e+00,1.851171723530801927e+01,8.228417223257453728e+00,7.136870812898337135e+00,9.410608375657762537e+00,1.190770023976083181e+01
1.386865710874705293e+01,2.214865966599333547e+01,3.194849800851364208e+01,3.729506301107427646e+01,2.595789860524151393e+00,8.802178707570067928e+00,9.181816269126727548e+00,1.993740203737651151e-01,1.120075220688325146e+01,1.888798162853829155e+01,8.070435242290219691e+00,7.771161431858171653e+00,1.248630649952178473e+01,1.448170656379974552e+01
8.119608980732991199e+00,1.083438046221381335e+01,2.350799119448533858e+01,3.403378064511788637e+01,2.451412857924990085e+00,7.821726152199385496e+00,4.266969064804663425e+00,2.728552729928450660e-01,9.078427727310517170e+00,1.873675865778283978e+01,5.470505004110679970e+00,6.277804154320206997e+00,9.046825410054072591e+00,1.268270771562602484e+01
