1.232966139032211217e+01,1.288409872672540424e-01,9.892083956376419351e+00,1.151018462058711656e+01,2.182167557727867191e+01,1.023135499335252874e+01,2.685416773984999494e+01,2.704671883981482061e+00,2.736071773546886732e+01,1.033592521257772745e+01,1.473927661047176585e+01,1.246019361807834080e+01,1.153497724315050377e+01,2.682058630977332214e+01,1.183503802275261663e+01,8.673420605505075542e+00,1.542758001113587696e+01,3.721484918685020737e+00,1.069030051027565520e+01,8.299162608359955229e+00,1.925752515252154495e+01,2.526890282540973232e+01,1.336202548268787815e+01,2.736020010891733634e+01,1.023033845969917088e+01,8.720589142942126060e+00,3.304667683746733786e+01,2.434679907092511542e+01,8.146250671321126902e+00,1.492737418302359309e+01,2.782867226441102915e+01,1.614066990555224734e+01,9.770339042223650239e+00,9.274672500956565813e+00,8.637343341560525189e+00,2.289830779773908809e+00,6.330025671353959105e+00,1.756100011388873128e+01,6.345900251343381093e+00,1.471011556718707070e+01,7.864936426952233717e+00
7.465013395835276455e+00,2.809804263645548361e-01,7.370179780710920170e+00,8.955118648013549176e+00,1.980929138056180605e+01,1.262182039168678749e+01,2.224194460922877070e+01,1.470620617290535836e+00,2.475529892770435936e+01,8.575925606020616598e+00,1.093353671050680553e+01,3.005665483715706632e+00,1.008532845275749779e+01,1.959439524455907033e+01,9.081790847624700902e+00,8.545446155701865720e+00,1.846646149103827739e+01,3.966828077948429065e+00,9.231465214146686193e+00,6.809928413720660600e+00,1.327002072342014394e+01,2.576799662371912447e+01,1.085889727366457613e+01,2.248360069028089470e+01,9.985132698166809817e+00,8.339964028699400345e+00,3.610271319444011340e+01,2.206982442159429425e+01,1.384941605267167830e+01,7.602205272156212779e+00,2.108461524429601042e+01,1.117387466369656046e+01,9.803401195503537835e+00,6.652257135739715110e+00,1.622405004923247418e+01,2.064782070824902949e+00,4.118695181729291832e+00,1.117164379131380869e+01,6.088657487492604048e+00,1.175000212765938201e+01,6.696122012030547133e+00
7.080792681614119566e+00,1.647725705328339507e-01,8.820827625568922414e+00,1.091948029898859573e+01,2.501919712940445706e+01,1.240319414505793993e+01,2.486954110955809227e+01,4.840501007127261168e+00,3.282647026410241153e+01,1.163586911236112975e+01,1.425724026591402449e+01,6.228340469177945593e+00,9.729424443408786871e+00,2.337872162886583993e+01,1.113529299120592420e+01,7.733000711237528968e+00,1.890120168137465484e+01,3.112221875123947878e+00,1.012653198286560574e+01,7.025220637104572674e+00,2.027132334111415446e+01,2.996725880023062771e+01,1.197219800203788864e+01,2.601164210502674834e+01,1.237617166170540450e+01,8.645491599672052274e+00,3.707156221418244257e+01,2.950176859105230065e+01,1.160108400107507087e+01,1.149798895459548653e+01,2.454200735473770933e+01,1.382469167829792767e+01,1.061863220947028985e+01,7.124826313672490308e+00,1.063464620944204064e+01,1.568127864684511152e+00,3.440988230145521243e+00,1.192517819573358118e+01,6.257381640910192999e+00,1.317525142075096589e+01,6.986139849731022977e+00
1.003274887555749828e+01,1.220655561573328329e-01,6.990232471098492439e+00,1.071714280953648490e+01,2.106454010891289386e+01,1.032624326655148295e+01,2.437103044600290147e+01,2.835846434488283219e+00,3.049844053390270560e+01,9.905160271292940521e+00,1.121715093060622159e+01,6.121980888568664625e+00,9.864052159229496297e+00,2.117994570342427352e+01,9.735351816960713833e+00,8.994017456064888449e+00,1.729629151003187459e+01,3.502606172552089614e+00,7.561397027004998606e+00,6.316068793165555917e+00,1.844877299442973850e+01,2.880952793781946042e+01,1.095443859812086451e+01,2.418755775186902568e+01,9.255390321320867031e+00,7.265517875554361460e+00,3.638803855664659892e+01,2.731866166194823009e+01,1.023295411892383378e+01,9.874387322765919350e+00,2.199970795260700385e+01,1.008321005434281403e+01,9.099346130354641460e+00,6.017514021587312634e+00,1.060914817504212948e+01,1.667378181457336073e+00,4.447881518206161289e+00,9.775616348854946125e+00,4.855046343754084504e+00,1.187506105247463495e+01,5.380234660309897166e+00
5.775383104175865867e+00,3.014962686336126740e-01,8.326300198767775385e+00,8.488866237607926024e+00,1.863420175376448285e+01,1.095184231077128523e+01,2.126378258918200714e+01,2.735109687014388502e+00,2.565935599347731255e+01,8.575561206125218661e+00,9.406481807774889958e+00,5.168723246605487098e+00,8.746417838178079052e+00,2.065663634283180983e+01,8.065633887054382001e+00,6.648296774362566275e+00,1.537497642274614229e+01,4.924494897956546602e+00,1.170530862472238631e+01,5.973512367108655852e+00,1.363401719963709269e+01,2.246306301464695920e+01,1.043037990679152216e+01,2.189479732721908434e+01,1.166731974362578228e+01,9.117510625165181182e+00,3.022460628362262014e+01,2.101263786391417909e+01,1.217596402754213081e+01,9.936152424354204982e+00,2.137635668209154360e+01,1.006258788781494573e+01,9.739309523780425693e+00,5.479550620260767779e+00,5.550842278429466425e+00,1.101964155496924835e+00,3.483224081221298452e+00,1.064437175224542287e+01,5.677395969984813995e+00,1.045113510581504990e+01,5.888609768018273627e+00
7.556776759968491852e+00,3.047950130825636261e-01,7.825563877446776395e+00,8.810682436678765939e+00,1.900913530384799799e+01,9.735179762079372523e+00,3.137437409734258154e+01,2.355536032413847902e+00,2.610042384713322505e+01,9.014425938461089416e+00,1.170546560372545919e+01,6.175736798148052209e+00,9.196425936199345230e+00,2.624079171823900580e+01,1.252580835714805829e+01,4.934419925381292593e+00,1.592644420452975673e+01,2.923674913529196395e+00,7.949764147444871476e+00,4.148135123160778370e+00,2.693098030150407496e+01,2.616691852320405687e+01,1.070147069332061385e+01,3.064809537312228827e+01,1.052064755611554503e+01,6.348633711279931369e+00,3.544050613351903678e+01,2.671731554628945204e+01,1.256563965741497135e+01,1.089182376831357146e+01,2.471087463041321541e+01,1.148067724483185259e+01,8.014744225488408702e+00,6.467592287706444232e+00,1.225278029673265401e+01,3.321675029258575051e+00,4.575983500844364116e+00,8.815082245787612791e+00,5.810174265889107126e+00,1.256595698703445230e+01,5.823525564466938143e+00
1.023237142601850991e+01,3.905124837953414391e-02,9.431063036582864711e+00,1.057574229073306249e+01,2.167527047120749017e+01,1.305524224210335760e+01,2.260738927872921522e+01,4.981691479808858958e+00,2.789869575804575774e+01,1.092093631517004404e+01,1.347070432457041633e+01,9.408755231166335165e+00,1.294357562654153249e+01,2.149452662888857546e+01,1.053000593542093100e+01,7.060952485323772621e+00,1.743400412986068204e+01,2.887217518650083470e+00,9.110244233828188598e+00,8.778117679776219262e+00,2.040590478268483920e+01,2.643803793778956290e+01,1.217804376737085725e+01,2.492633196039884069e+01,1.119100643373955073e+01,7.411964989124000702e+00,3.508961776651322140e+01,2.554282384545608764e+01,1.211073490751076598e+01,1.255827814630650785e+01,2.478294221838885036e+01,1.307544454311210025e+01,8.813095369959413006e+00,8.499044063893315126e+00,1.000333569365737496e+01,4.280584072296678144e+00,5.641972172919663464e+00,1.502065328139892664e+01,6.060315585842046104e+00,1.435010191601439011e+01,7.652713571015178573e+00
8.799440323111475948e+00,2.751817581163403248e-01,9.210061074716071161e+00,9.260288872384053960e+00,2.186796629776074852e+01,1.199464568046925983e+01,1.935359914847883189e+01,1.846334205933483741e+00,2.767482158930749137e+01,6.172529870320580869e+00,1.125785725615669897e+01,1.059064327602436428e+01,1.018356028115902845e+01,2.111447193277633616e+01,6.883304075805456002e+00,5.468425276073545227e+00,1.430368920943126021e+01,3.864608647715832568e+00,8.231593102188654143e+00,7.316074767250535515e+00,1.215842300629485351e+01,2.255694904015168234e+01,1.209293285353061265e+01,1.889625690447713069e+01,7.190347696739012306e+00,6.870125544704409393e+00,3.011192205755055795e+01,2.437562409457448709e+01,1.145728370950111952e+01,1.304751604712558688e+01,1.892327535074200640e+01,1.024066526159311685e+01,6.657478877172638754e+00,7.262580464270238068e+00,7.230216110186487910e+00,2.110752235578604363e+00,3.979129930022405226e+00,1.240438027472554339e+01,4.835219746816071584e+00,1.402548840504316097e+01,6.067664295262224172e+00
5.421083839971480245e+00,1.767766952966345340e-01,7.275482801848966119e+00,8.127530375212385749e+00,1.402658547188159943e+01,8.452072231115872469e+00,2.100470542521363981e+01,2.080390588327103440e+00,2.079205136584652536e+01,8.506590092393086167e+00,9.598064909136621026e+00,4.031938119564848044e+00,7.979633450228147851e+00,1.814890423689540455e+01,8.771557729388758773e+00,6.715072598267259885e+00,1.512636935949931072e+01,2.992331866621748215e+00,9.945291599545996064e+00,6.627414654297731467e+00,1.506940692263634141e+01,1.975000632911291376e+01,8.189532953715989549e+00,1.986974710458087046e+01,1.137062553248500762e+01,6.384919733246462670e+00,3.163921696249766313e+01,1.988082493258265515e+01,8.303422487143482300e+00,8.913394415148463423e+00,1.879064927031528143e+01,8.916373982735363413e+00,8.640934555937809236e+00,5.535939396344577546e+00,9.640640538885374866e+00,2.759642186951055010e+00,4.184073971621436350e+00,8.835659284965645455e+00,5.959999999999979536e+00,1.105507236520865710e+01,5.637772166379189542e+00
1.015224359439821100e+01,1.192686044187786787e-01,9.621156375405197636e+00,8.612158556366670936e+00,1.996402013623508154e+01,9.261322799686892537e+00,2.331083921698230554e+01,2.235905856694342386e+00,2.524642647980105892e+01,8.550891766359805857e+00,1.286374070789674562e+01,7.063195098537213390e+00,1.076108265928666263e+01,2.127077161270834438e+01,9.600006510414480942e+00,8.143587968457140391e+00,1.570856295146059090e+01,6.545918575723351118e+00,1.019580551011051028e+01,6.478632185886156414e+00,1.544942474657226761e+01,2.506130134290715361e+01,1.159611141719499017e+01,2.390316140178951798e+01,9.631636672964779322e+00,8.025327096137578664e+00,3.311936102946431504e+01,2.336718265003293382e+01,1.022429581927284659e+01,1.221231141103108442e+01,2.109291113146784369e+01,1.084808854130532829e+01,9.575625305952611299e+00,1.131370960383905455e+01,7.593164689376904697e+00,3.237356174411473386e+00,5.301301726934616987e+00,1.152515726573829191e+01,6.975207882206802878e+00,1.199536056148376595e+01,9.271284970272468229e+00
