7.127925621373918830e+00,1.040461525410000299e+01,8.608626743771498724e+00,7.687229909448263676e+00,1.250197613253105722e+01,8.425054434051238772e+00,2.663773727972059291e+01,1.991537334204796394e+01,1.122412126796931986e+01,1.929978601044619779e+01,6.570880806480098535e+00,5.378004278884607636e+00,3.479657529225866597e+01,2.649104006449863746e+01,8.530853706209779119e+00,1.261834374303563067e+01,6.288814928767248347e+00,1.085831792205660307e+01,1.828755275836606131e+01,7.155978562833502643e+00,1.021877715932850528e+01,5.675339240834959220e+00,5.011092189293867349e+00,1.707177073264221434e+01,8.738689495851490463e+00,8.060173641944720302e+00,9.369991080160007257e+00,8.121108268871282121e+00,1.369065668299123217e+01,9.256440998224018557e+00,2.621776063488536579e+01,2.013580184861896072e+01,1.093932158735621840e+01,1.871326735655597417e+01,9.224751953768627999e+00,5.685246355813515784e+00,3.487966191229728707e+01,2.468947297174015887e+01,9.342716323419097080e+00,8.517155802386124464e+00,5.081275207267882621e+00,1.171211373115021104e+01,2.121905388884490762e+01,7.252576718933737787e+00,9.057166939395214555e+00,5.960461207377385939e+00,4.677599244314042615e+00,1.536038321404305407e+01,3.409915647668989358e+00,1.365229785706490340e+01,5.216449881663081989e+00,1.194450611554102615e+01,5.383716551731399846e+00,1.294835638713876769e+01,5.559660384385480825e+00
8.610984240866553563e+00,8.552546080944773976e+00,8.842500676777747870e+00,7.833553957944254797e+00,1.080840579269888835e+01,7.704781500038869524e+00,2.415947823146688123e+01,2.162707329797934719e+01,9.715844761356304815e+00,1.697948087909517767e+01,1.058214382454178271e+01,5.779207452189726091e+00,3.212669402431050969e+01,2.634802956506509730e+01,9.275662816948633704e+00,1.200884107664533751e+01,7.723779327286554697e+00,7.485092066078314232e+00,1.988933168084165359e+01,5.898484223283524841e+00,9.315837387832669236e+00,4.809145435441474881e+00,4.736445286517864339e+00,1.270283631291803950e+01,7.366182631149217563e+00,9.586605552673180597e+00,8.254493699152348540e+00,7.807010956207431462e+00,1.194531663166932489e+01,8.881863210353904137e+00,2.432516541119351317e+01,1.906173598788537049e+01,1.013057069605282301e+01,1.808684157920131952e+01,1.050944825209146138e+01,7.643294541470432968e+00,3.156471441457209082e+01,2.720985676062042202e+01,7.554529203548995930e+00,1.013244929338256028e+01,6.826245284782197942e+00,7.357215505242300502e+00,1.931350711946971899e+01,7.857786241278030381e+00,9.932175757050890397e+00,6.521722877728811874e+00,3.896399936159969712e+00,1.176229899092991182e+01,2.714534784328802353e+00,1.278197690335183623e+01,3.196895471377862119e+00,8.710143415202280082e+00,5.430022529938090869e+00,9.995956766143303085e+00,6.990818262825612805e+00
4.503584210414918410e+00,1.125793967000639562e+01,5.643598884787050629e+00,7.089582625752699485e+00,1.318349384864024998e+01,1.183901878076933123e+01,2.809532392637054343e+01,2.259321825746828338e+01,9.324532429398605160e+00,2.066724994557850792e+01,8.365485098404558784e+00,6.267973758419961072e+00,3.606864100908152437e+01,2.806151906159006870e+01,8.704821055728565682e+00,1.005345859242714468e+01,6.423484927111703158e+00,1.031694887915500303e+01,2.031880611504512757e+01,7.510731162671951289e+00,1.099982043057219450e+01,6.679229186954504627e+00,5.696898271109484213e+00,1.429478300915278588e+01,4.126061759309647137e+00,1.100064755024660990e+01,4.061673002035901092e+00,8.215215567047000178e+00,1.082389553289242379e+01,1.407214628276642010e+01,2.639471618305044842e+01,2.145785387072176675e+01,1.259757201898315770e+01,1.876000264390615158e+01,1.052742775313324231e+01,5.750156813729524252e+00,3.294181169640304319e+01,2.905965579628828266e+01,4.318034545843118188e+00,1.151665794121203490e+01,4.892297966996238756e+00,1.074496770567262516e+01,2.153444481729007265e+01,7.886301406339716991e+00,1.075659434732518527e+01,4.982769299306678334e+00,5.332238238222545945e+00,1.453836514818324233e+01,4.381998908743052645e+00,1.854258624545549949e+01,6.098857402313266007e+00,1.028418789299914948e+01,6.694596780339789888e+00,1.020832445084010942e+01,5.354900032380551345e+00
8.137508383527418232e+00,8.586501066702803442e+00,6.977095082176636431e+00,8.148775480434142793e+00,1.632967859085146856e+01,9.074880005395995042e+00,2.769052476142174513e+01,2.038204120855726487e+01,1.014866484311424166e+01,2.244295286980112181e+01,9.712960170943436111e+00,5.812494296917423142e+00,3.515337320921240405e+01,2.596539629027168772e+01,8.666675314224839610e+00,1.206863633608973529e+01,8.179339953128451413e+00,8.623985305901486598e+00,2.029750913834083903e+01,1.036542430981171137e+01,1.017324376704482347e+01,5.775716317116754261e+00,5.057644587737294195e+00,1.452425860958832260e+01,8.298692393320006744e+00,9.393599501477133629e+00,7.680978638236646283e+00,8.659244950070746683e+00,1.562915084384735387e+01,9.296433973436251108e+00,2.531437869187320189e+01,1.926017603560397973e+01,1.083495775252914761e+01,2.346674960064393289e+01,1.140831178455157158e+01,8.832628061792405560e+00,3.295922311091863577e+01,2.338681886533338528e+01,1.035012067870550290e+01,1.087441800739355457e+01,8.173314746431874056e+00,9.057375896306362861e+00,2.248871219796756904e+01,1.140261215619174529e+01,1.081192219489477857e+01,7.118514310053803307e+00,5.067038340315986211e+00,1.456851403072259821e+01,9.031361671132877023e-01,1.146058206711116867e+01,3.541916821206933630e+00,1.102519723134614615e+01,6.080392130992123612e+00,1.217974659893047296e+01,5.706562340065847394e+00
7.464941436746089565e+00,7.792448849466244276e+00,7.894020608274165518e+00,8.593613915993143948e+00,1.181818742871656269e+01,9.953992250034252365e+00,2.409332557394722585e+01,1.939183483106506856e+01,1.043901734412478532e+01,2.084049917669203467e+01,8.948561419476645185e+00,7.295887975066145614e+00,3.263019142084494462e+01,2.544491520529253847e+01,7.893442756792254045e+00,1.183014930909473605e+01,6.685222150071290059e+00,1.126132119292018174e+01,1.908388838963123391e+01,1.145848410917298033e+01,9.638070910814310110e+00,6.946683975503780140e+00,5.261458162060450583e+00,1.314653403734899406e+01,7.929651238882165387e+00,8.238749086488551754e+00,7.363847199603016591e+00,8.249392511117195070e+00,1.647606825343380166e+01,1.050370938305007407e+01,2.538219794352304959e+01,2.052537066495641227e+01,9.747609002722812832e+00,2.162510386147770447e+01,1.355890005043060320e+01,8.039917515698860484e+00,3.121012397857308684e+01,2.383913096040564028e+01,9.930155516736729027e+00,1.142843728129549774e+01,6.913464438437429749e+00,1.139930549552572359e+01,2.107256650901493344e+01,1.126809360461641951e+01,9.702372255416742419e+00,7.243564412442023759e+00,3.767581210560823735e+00,1.383904650861696162e+01,2.111913050648848600e+00,1.560254391818903130e+01,4.229070534563117434e+00,1.202478217798613258e+01,5.296782060749661625e+00,1.225540366735157249e+01,4.636859794299745374e+00
4.936797267675377299e+00,8.340015874116163630e+00,5.480203600595178415e+00,7.688309017936884260e+00,1.527469084697100676e+01,9.276748174082403153e+00,2.641514247245792646e+01,2.440712395133875390e+01,9.443815070726016003e+00,2.028797731439985341e+01,1.042030692405585057e+01,4.126164243695723322e+00,3.239425185562738818e+01,2.723843028080298012e+01,9.286351758622666708e+00,1.358118596514896836e+01,5.989066645243923404e+00,1.003825437170434043e+01,2.400419622536514552e+01,9.006710009593472677e+00,9.762546545411431964e+00,5.232542699299637334e+00,5.906537730924343421e+00,1.510792630316586660e+01,4.975756984151035844e+00,9.218755123902170112e+00,5.449190186421858151e+00,8.780232476343192261e+00,1.430060177582071645e+01,9.828192158679970092e+00,2.636154758946465293e+01,2.082048794573522343e+01,1.195099618430701049e+01,2.087359037163624009e+01,9.944257808615144967e+00,8.956457002844974369e+00,3.449707849566274831e+01,2.507677889522287273e+01,9.284138339015168384e+00,1.204337779604933800e+01,6.575081409828169576e+00,8.418671109724019885e+00,2.057675920649166201e+01,8.170739716011818032e+00,9.606679977589218211e+00,6.251539291198006332e+00,4.638217354192468278e+00,1.646431682875644142e+01,3.993347505003868481e+00,1.394379355354214312e+01,1.375753106412406890e+00,1.007433491773439371e+01,7.379981942824533014e+00,1.204622243737452791e+01,7.268759150017882753e+00
6.361553335345814020e+00,8.429795603471836429e+00,7.344968920037664439e+00,8.773556244392667125e+00,1.428644828361652586e+01,1.151084345122371388e+01,2.553134984560394471e+01,2.087354506986528691e+01,1.150617349689628988e+01,2.052060483502346955e+01,1.167119575547329369e+01,6.108097449772976972e+00,3.487715166130782762e+01,2.663243211749740880e+01,1.004836393368388414e+01,1.224213667936064098e+01,7.292834572604110832e+00,1.055510530771881861e+01,2.131213530170776238e+01,1.093630515297870254e+01,8.369162920099528336e+00,8.983661990735404501e+00,5.318878701117093044e+00,1.748452647742651678e+01,8.492680446434995645e+00,8.853710297993099942e+00,7.400932429343333396e+00,7.585147168004461982e+00,1.132000389664751161e+01,1.110627404769871518e+01,2.606330424142375435e+01,1.851773637204049550e+01,1.384915478270737488e+01,2.223698459664142391e+01,1.107038777020314235e+01,7.145862849472725209e+00,3.175755325153582120e+01,2.298203791234953286e+01,6.738005739273726036e+00,1.370969979630991631e+01,6.700848855707342011e+00,9.128969093059254192e+00,2.217076719127926765e+01,9.490449384349176398e+00,7.674072863128126087e+00,9.720361382361234703e+00,4.159380302597084800e+00,1.722429764440370548e+01,2.663770315991338400e+00,1.349519669331773031e+01,4.397778338695476741e+00,1.277640897688469757e+01,7.114248133416793962e+00,1.439045242555576110e+01,6.242518882867893026e+00
7.180948592385742124e+00,7.520707273557595052e+00,6.743830983714873106e+00,6.741355213299587312e+00,1.584592186425992644e+01,1.143519101129881754e+01,2.786832544807956324e+01,2.154094642565813089e+01,1.045194401799867556e+01,2.034652527856859905e+01,1.233501299270880658e+01,5.870609588830347114e+00,4.028480596656110180e+01,2.863268631296289257e+01,1.044932327320279342e+01,1.382860651366495119e+01,6.839017846429356950e+00,9.678242289009356014e+00,2.248205149654866730e+01,1.069298910428898175e+01,1.080809880148069446e+01,5.978084980137658988e+00,6.962665357421487400e+00,1.600930224056114426e+01,6.938352317125929147e+00,8.892081067474817857e+00,6.684915150830629926e+00,7.125703936375650471e+00,1.491042888753720241e+01,1.000292585389343891e+01,2.679883577122475913e+01,2.160252427429119138e+01,1.061985157897644427e+01,1.829879073720403682e+01,1.128627806161373393e+01,6.440900838384147065e+00,3.479262570378343611e+01,2.656513310905265612e+01,1.061631532499856512e+01,1.189860146798932306e+01,6.863072088338830312e+00,8.779046004632977684e+00,2.053265486153588881e+01,1.047830702945239345e+01,1.109339742637268245e+01,6.334477751181013083e+00,7.023318376656637163e+00,1.471456139434053512e+01,3.988277043910501529e+00,1.544128025718115538e+01,5.334431425441650276e+00,1.169197794128513834e+01,8.161117870377625039e+00,9.792342791388584544e+00,5.955247923916502373e+00
1.036422351301050604e+01,3.831224676035640098e+00,7.311942023856672357e+00,8.208051305227776595e+00,1.129899236330413004e+01,8.188272251087672871e+00,2.395661192096769909e+01,1.871744354593291959e+01,1.017220949318615553e+01,1.797360464464333774e+01,1.054866423176471102e+01,5.824765664170337587e+00,3.194338812539873018e+01,2.325299592862249654e+01,6.729128494486393386e+00,9.630374012144066853e+00,6.712675441353560757e+00,1.014830233744665833e+01,1.839609508000409832e+01,9.832611945920287866e+00,9.108669999743247203e+00,5.795851714319255166e+00,5.297238293937796882e+00,1.422978294645117003e+01,8.627543092228940225e+00,3.420183349870761447e+00,7.186769375349732591e+00,7.049202911993484477e+00,9.984830075730922516e+00,8.366597399725941742e+00,2.129897221569640564e+01,1.815367833681266774e+01,1.146144922244703679e+01,1.662354310643182487e+01,9.265027499909800568e+00,6.059248771319707849e+00,2.852052866359522909e+01,2.348080316971897119e+01,7.744489648557906669e+00,1.095976154229390964e+01,6.772260481213700167e+00,8.856370445026316318e+00,2.033063228575899117e+01,7.124590339113104243e+00,8.343491561362057496e+00,5.809471119103042369e+00,5.524854108228013594e+00,1.121407120087636322e+01,2.725525650426433799e+00,9.052650282187981290e+00,5.038379905174301676e+00,1.302376873744750618e+01,5.001046877509857325e+00,1.240121850939909720e+01,5.647914272285569304e+00
8.910321825815248786e+00,7.912429972350401464e+00,6.789433790649402667e+00,1.098002056427038653e+01,1.346644119300563425e+01,8.989316719221488228e+00,2.584515979963664023e+01,2.129966636112148137e+01,9.905488314005529205e+00,2.116976633554700982e+01,1.081110806341868624e+01,5.527043484764232240e+00,3.454583978908219422e+01,2.706330419990384328e+01,8.662401450136261616e+00,1.252675687364677870e+01,6.623054796381856235e+00,1.008991042537227223e+01,2.058795892680512196e+01,8.527968872969125869e+00,8.919889491901956902e+00,9.307027190218041923e+00,4.351314037221072795e+00,1.649916016385635587e+01,8.981277469208688302e+00,9.006036277857125683e+00,6.524460462847467390e+00,1.076665590506710579e+01,1.545261170265447248e+01,8.947877025481520974e+00,2.416138124387084574e+01,2.118020857205182494e+01,1.030404011728470870e+01,2.154127932099200038e+01,1.163207348378201367e+01,7.464538288093197416e+00,3.083392513979946159e+01,2.469500485689601987e+01,9.767310712623325841e+00,1.057886531454358625e+01,6.064940258391025907e+00,9.932786894692915425e+00,1.984676615179559533e+01,7.805458224768580422e+00,8.236233428878984242e+00,1.026364040216804874e+01,3.884046161340523273e+00,1.642611094107538250e+01,2.591797737793430034e+00,1.250872753975141904e+01,3.277945481163149655e+00,1.304132886738067398e+01,8.526620346993027511e+00,1.138241126857549723e+01,8.820731629952259567e+00
